GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Tejeda	2013 Noviembre	Variación anual	30
Tejeda	2013 Noviembre	Variación interperiódica	-6
Tejeda	2013 Octubre	Tasa variación anual	11.76
Tejeda	2013 Octubre	Tasa variación interperiódica	17.28
Tejeda	2013 Octubre	Dato	190
Tejeda	2013 Octubre	Variación anual	20
Tejeda	2013 Octubre	Variación interperiódica	28
Tejeda	2013 Septiembre	Tasa variación anual	-7.95
Tejeda	2013 Septiembre	Tasa variación interperiódica	-0.61
Tejeda	2013 Septiembre	Dato	162
Tejeda	2013 Septiembre	Variación anual	-14
Tejeda	2013 Septiembre	Variación interperiódica	-1
Tejeda	2013 Agosto	Tasa variación anual	-5.78
Tejeda	2013 Agosto	Tasa variación interperiódica	-10.93
Tejeda	2013 Agosto	Dato	163
Tejeda	2013 Agosto	Variación anual	-10
Tejeda	2013 Agosto	Variación interperiódica	-20
Tejeda	2013 Julio	Tasa variación anual	5.17
Tejeda	2013 Julio	Tasa variación interperiódica	-5.67
Tejeda	2013 Julio	Dato	183
Tejeda	2013 Julio	Variación anual	9
Tejeda	2013 Julio	Variación interperiódica	-11
Tejeda	2013 Junio	Tasa variación anual	5.43
Tejeda	2013 Junio	Tasa variación interperiódica	-1.52
Tejeda	2013 Junio	Dato	194
Tejeda	2013 Junio	Variación anual	10
Tejeda	2013 Junio	Variación interperiódica	-3
Tejeda	2013 Mayo	Tasa variación anual	8.24
Tejeda	2013 Mayo	Tasa variación interperiódica	3.68
Tejeda	2013 Mayo	Dato	197
Tejeda	2013 Mayo	Variación anual	15
Tejeda	2013 Mayo	Variación interperiódica	7
Tejeda	2013 Abril	Tasa variación anual	6.15
Tejeda	2013 Abril	Tasa variación interperiódica	4.97
Tejeda	2013 Abril	Dato	190
Tejeda	2013 Abril	Variación anual	11
Tejeda	2013 Abril	Variación interperiódica	9
Tejeda	2013 Marzo	Tasa variación anual	5.23
Tejeda	2013 Marzo	Tasa variación interperiódica	2.84
Tejeda	2013 Marzo	Dato	181
Tejeda	2013 Marzo	Variación anual	9
Tejeda	2013 Marzo	Variación interperiódica	5
Tejeda	2013 Febrero	Tasa variación anual	0.57
Tejeda	2013 Febrero	Tasa variación interperiódica	4.76
Tejeda	2013 Febrero	Dato	176
Tejeda	2013 Febrero	Variación anual	1
Tejeda	2013 Febrero	Variación interperiódica	8
Tejeda	2013 Enero	Tasa variación anual	-7.69
Tejeda	2013 Enero	Tasa variación interperiódica	6.33
Tejeda	2013 Enero	Dato	168
Tejeda	2013 Enero	Variación anual	-14
Tejeda	2013 Enero	Variación interperiódica	10
Tejeda	2012 Diciembre	Tasa variación anual	-12.22
Tejeda	2012 Diciembre	Tasa variación interperiódica	2.60
Tejeda	2012 Diciembre	Dato	158
Tejeda	2012 Diciembre	Variación anual	-22
Tejeda	2012 Diciembre	Variación interperiódica	4
Tejeda	2012 Noviembre	Tasa variación anual	-12.99
Tejeda	2012 Noviembre	Tasa variación interperiódica	-9.41
Tejeda	2012 Noviembre	Dato	154
Tejeda	2012 Noviembre	Variación anual	-23
Tejeda	2012 Noviembre	Variación interperiódica	-16
Tejeda	2012 Octubre	Tasa variación anual	4.94
Tejeda	2012 Octubre	Tasa variación interperiódica	-3.41
Tejeda	2012 Octubre	Dato	170
Tejeda	2012 Octubre	Variación anual	8
Tejeda	2012 Octubre	Variación interperiódica	-6
Tejeda	2012 Septiembre	Tasa variación anual	47.90
Tejeda	2012 Septiembre	Tasa variación interperiódica	1.73
Tejeda	2012 Septiembre	Dato	176
Tejeda	2012 Septiembre	Variación anual	57
Tejeda	2012 Septiembre	Variación interperiódica	3
Tejeda	2012 Agosto	Tasa variación anual	41.80
Tejeda	2012 Agosto	Tasa variación interperiódica	-0.57
Tejeda	2012 Agosto	Dato	173
Tejeda	2012 Agosto	Variación anual	51
Tejeda	2012 Agosto	Variación interperiódica	-1
Tejeda	2012 Julio	Tasa variación anual	32.82
Tejeda	2012 Julio	Tasa variación interperiódica	-5.43
Tejeda	2012 Julio	Dato	174
Tejeda	2012 Julio	Variación anual	43
Tejeda	2012 Julio	Variación interperiódica	-10
Tejeda	2012 Junio	Tasa variación anual	46.03
Tejeda	2012 Junio	Tasa variación interperiódica	1.10
Tejeda	2012 Junio	Dato	184
Tejeda	2012 Junio	Variación anual	58
Tejeda	2012 Junio	Variación interperiódica	2
Tejeda	2012 Mayo	Tasa variación anual	56.90
Tejeda	2012 Mayo	Tasa variación interperiódica	1.68
Tejeda	2012 Mayo	Dato	182
Tejeda	2012 Mayo	Variación anual	66
Tejeda	2012 Mayo	Variación interperiódica	3
Tejeda	2012 Abril	Tasa variación anual	46.72
Tejeda	2012 Abril	Tasa variación interperiódica	4.07
Tejeda	2012 Abril	Dato	179
Tejeda	2012 Abril	Variación anual	57
Tejeda	2012 Abril	Variación interperiódica	7
Tejeda	2012 Marzo	Tasa variación anual	12.42
Tejeda	2012 Marzo	Tasa variación interperiódica	-1.71
Tejeda	2012 Marzo	Dato	172
Tejeda	2012 Marzo	Variación anual	19
Tejeda	2012 Marzo	Variación interperiódica	-3
Tejeda	2012 Febrero	Tasa variación anual	10.76
Tejeda	2012 Febrero	Tasa variación interperiódica	-3.85
Tejeda	2012 Febrero	Dato	175
Tejeda	2012 Febrero	Variación anual	17
Tejeda	2012 Febrero	Variación interperiódica	-7
Tejeda	2012 Enero	Tasa variación anual	27.27
Tejeda	2012 Enero	Tasa variación interperiódica	1.11
Tejeda	2012 Enero	Dato	182
Tejeda	2012 Enero	Variación anual	39
Tejeda	2012 Enero	Variación interperiódica	2
Tejeda	2011 Diciembre	Tasa variación anual	38.46
Tejeda	2011 Diciembre	Tasa variación interperiódica	1.69
Tejeda	2011 Diciembre	Dato	180
Tejeda	2011 Diciembre	Variación anual	50
Tejeda	2011 Diciembre	Variación interperiódica	3
Tejeda	2011 Noviembre	Tasa variación anual	52.59
Tejeda	2011 Noviembre	Tasa variación interperiódica	9.26
Tejeda	2011 Noviembre	Dato	177
Tejeda	2011 Noviembre	Variación anual	61
Tejeda	2011 Noviembre	Variación interperiódica	15
Tejeda	2011 Octubre	Tasa variación anual	20.00
Tejeda	2011 Octubre	Tasa variación interperiódica	36.13
Tejeda	2011 Octubre	Dato	162
Tejeda	2011 Octubre	Variación anual	27
Tejeda	2011 Octubre	Variación interperiódica	43
Tejeda	2011 Septiembre	Tasa variación anual	-6.30
Tejeda	2011 Septiembre	Tasa variación interperiódica	-2.46
Tejeda	2011 Septiembre	Dato	119
Tejeda	2011 Septiembre	Variación anual	-8
Tejeda	2011 Septiembre	Variación interperiódica	-3
Tejeda	2011 Agosto	Tasa variación anual	-1.61
Tejeda	2011 Agosto	Tasa variación interperiódica	-6.87
Tejeda	2011 Agosto	Dato	122
Tejeda	2011 Agosto	Variación anual	-2
Tejeda	2011 Agosto	Variación interperiódica	-9
Tejeda	2011 Julio	Tasa variación anual	5.65
Tejeda	2011 Julio	Tasa variación interperiódica	3.97
Tejeda	2011 Julio	Dato	131
Tejeda	2011 Julio	Variación anual	7
Tejeda	2011 Julio	Variación interperiódica	5
Tejeda	2011 Junio	Tasa variación anual	-2.33
Tejeda	2011 Junio	Tasa variación interperiódica	8.62
Tejeda	2011 Junio	Dato	126
Tejeda	2011 Junio	Variación anual	-3
Tejeda	2011 Junio	Variación interperiódica	10
Tejeda	2011 Mayo	Tasa variación anual	-10.08
Tejeda	2011 Mayo	Tasa variación interperiódica	-4.92
Tejeda	2011 Mayo	Dato	116
Tejeda	2011 Mayo	Variación anual	-13
Tejeda	2011 Mayo	Variación interperiódica	-6
Tejeda	2011 Abril	Tasa variación anual	-8.27
Tejeda	2011 Abril	Tasa variación interperiódica	-20.26
Tejeda	2011 Abril	Dato	122
Tejeda	2011 Abril	Variación anual	-11
Tejeda	2011 Abril	Variación interperiódica	-31
Tejeda	2011 Marzo	Tasa variación anual	19.53
Tejeda	2011 Marzo	Tasa variación interperiódica	-3.16
Tejeda	2011 Marzo	Dato	153
Tejeda	2011 Marzo	Variación anual	25
Tejeda	2011 Marzo	Variación interperiódica	-5
Tejeda	2011 Febrero	Tasa variación anual	24.41
Tejeda	2011 Febrero	Tasa variación interperiódica	10.49
Tejeda	2011 Febrero	Dato	158
Tejeda	2011 Febrero	Variación anual	31
Tejeda	2011 Febrero	Variación interperiódica	15
Tejeda	2011 Enero	Tasa variación anual	18.18
Tejeda	2011 Enero	Tasa variación interperiódica	10.00
Tejeda	2011 Enero	Dato	143
Tejeda	2011 Enero	Variación anual	22
Tejeda	2011 Enero	Variación interperiódica	13
Tejeda	2010 Diciembre	Tasa variación anual	21.50
Tejeda	2010 Diciembre	Tasa variación interperiódica	12.07
Tejeda	2010 Diciembre	Dato	130
Tejeda	2010 Diciembre	Variación anual	23
Tejeda	2010 Diciembre	Variación interperiódica	14
Tejeda	2010 Noviembre	Tasa variación anual	27.47
Tejeda	2010 Noviembre	Tasa variación interperiódica	-14.07
Tejeda	2010 Noviembre	Dato	116
Tejeda	2010 Noviembre	Variación anual	25
Tejeda	2010 Noviembre	Variación interperiódica	-19
Tejeda	2010 Octubre	Tasa variación anual	37.76
Tejeda	2010 Octubre	Tasa variación interperiódica	6.30
Tejeda	2010 Octubre	Dato	135
Tejeda	2010 Octubre	Variación anual	37
Tejeda	2010 Octubre	Variación interperiódica	8
Tejeda	2010 Septiembre	Tasa variación anual	17.59
Tejeda	2010 Septiembre	Tasa variación interperiódica	2.42
Tejeda	2010 Septiembre	Dato	127
Tejeda	2010 Septiembre	Variación anual	19
Tejeda	2010 Septiembre	Variación interperiódica	3
Tejeda	2010 Agosto	Tasa variación anual	15.89
Tejeda	2010 Agosto	Tasa variación interperiódica	0.00
Tejeda	2010 Agosto	Dato	124
Tejeda	2010 Agosto	Variación anual	17
Tejeda	2010 Agosto	Variación interperiódica	0
Tejeda	2010 Julio	Tasa variación anual	12.73
Tejeda	2010 Julio	Tasa variación interperiódica	-3.88
Tejeda	2010 Julio	Dato	124
Tejeda	2010 Julio	Variación anual	14
Tejeda	2010 Julio	Variación interperiódica	-5
Tejeda	2010 Junio	Tasa variación anual	19.44
Tejeda	2010 Junio	Tasa variación interperiódica	0.00
Tejeda	2010 Junio	Dato	129
Tejeda	2010 Junio	Variación anual	21
Tejeda	2010 Junio	Variación interperiódica	0
Tejeda	2010 Mayo	Tasa variación anual	12.17
Tejeda	2010 Mayo	Tasa variación interperiódica	-3.01
Tejeda	2010 Mayo	Dato	129
Tejeda	2010 Mayo	Variación anual	14
Tejeda	2010 Mayo	Variación interperiódica	-4
Tejeda	2010 Abril	Tasa variación anual	18.75
Tejeda	2010 Abril	Tasa variación interperiódica	3.91
Tejeda	2010 Abril	Dato	133
Tejeda	2010 Abril	Variación anual	21
Tejeda	2010 Abril	Variación interperiódica	5
Tejeda	2010 Marzo	Tasa variación anual	17.43
Tejeda	2010 Marzo	Tasa variación interperiódica	0.79
Tejeda	2010 Marzo	Dato	128
Tejeda	2010 Marzo	Variación anual	19
Tejeda	2010 Marzo	Variación interperiódica	1
Tejeda	2010 Febrero	Tasa variación anual	23.30
Tejeda	2010 Febrero	Tasa variación interperiódica	4.96
Tejeda	2010 Febrero	Dato	127
Tejeda	2010 Febrero	Variación anual	24
Tejeda	2010 Febrero	Variación interperiódica	6
Tejeda	2010 Enero	Tasa variación anual	27.37
Tejeda	2010 Enero	Tasa variación interperiódica	13.08
Tejeda	2010 Enero	Dato	121
Tejeda	2010 Enero	Variación anual	26
Tejeda	2010 Enero	Variación interperiódica	14
Tejeda	2009 Diciembre	Tasa variación anual	0.94
Tejeda	2009 Diciembre	Tasa variación interperiódica	17.58
Tejeda	2009 Diciembre	Dato	107
Tejeda	2009 Diciembre	Variación anual	1
Tejeda	2009 Diciembre	Variación interperiódica	16
Tejeda	2009 Noviembre	Tasa variación anual	-15.74
Tejeda	2009 Noviembre	Tasa variación interperiódica	-7.14
Tejeda	2009 Noviembre	Dato	91
Tejeda	2009 Noviembre	Variación anual	-17
Tejeda	2009 Noviembre	Variación interperiódica	-7
Tejeda	2009 Octubre	Tasa variación anual	-2.97
Tejeda	2009 Octubre	Tasa variación interperiódica	-9.26
Tejeda	2009 Octubre	Dato	98
Tejeda	2009 Octubre	Variación anual	-3
Tejeda	2009 Octubre	Variación interperiódica	-10
Tejeda	2009 Septiembre	Tasa variación anual	-0.92
Tejeda	2009 Septiembre	Tasa variación interperiódica	0.93
Tejeda	2009 Septiembre	Dato	108
Tejeda	2009 Septiembre	Variación anual	-1
Tejeda	2009 Septiembre	Variación interperiódica	1
Tejeda	2009 Agosto	Tasa variación anual	-1.83
Tejeda	2009 Agosto	Tasa variación interperiódica	-2.73
Tejeda	2009 Agosto	Dato	107
Tejeda	2009 Agosto	Variación anual	-2
Tejeda	2009 Agosto	Variación interperiódica	-3
Tejeda	2009 Julio	Tasa variación anual	-7.56
Tejeda	2009 Julio	Tasa variación interperiódica	1.85
Tejeda	2009 Julio	Dato	110
Tejeda	2009 Julio	Variación anual	-9
Tejeda	2009 Julio	Variación interperiódica	2
Tejeda	2009 Junio	Tasa variación anual	-12.90
Tejeda	2009 Junio	Tasa variación interperiódica	-6.09
Tejeda	2009 Junio	Dato	108
Tejeda	2009 Junio	Variación anual	-16
Tejeda	2009 Junio	Variación interperiódica	-7
Tejeda	2009 Mayo	Tasa variación anual	-0.86
Tejeda	2009 Mayo	Tasa variación interperiódica	2.68
Tejeda	2009 Mayo	Dato	115
Tejeda	2009 Mayo	Variación anual	-1
Tejeda	2009 Mayo	Variación interperiódica	3
Tejeda	2009 Abril	Tasa variación anual	25.84
Tejeda	2009 Abril	Tasa variación interperiódica	2.75
Tejeda	2009 Abril	Dato	112
Tejeda	2009 Abril	Variación anual	23
Tejeda	2009 Abril	Variación interperiódica	3
Tejeda	2009 Marzo	Tasa variación anual	43.42
Tejeda	2009 Marzo	Tasa variación interperiódica	5.83
Tejeda	2009 Marzo	Dato	109
Tejeda	2009 Marzo	Variación anual	33
Tejeda	2009 Marzo	Variación interperiódica	6
Tejeda	2009 Febrero	Tasa variación anual	41.10
Tejeda	2009 Febrero	Tasa variación interperiódica	8.42
Tejeda	2009 Febrero	Dato	103
Tejeda	2009 Febrero	Variación anual	30
Tejeda	2009 Febrero	Variación interperiódica	8
Tejeda	2009 Enero	Tasa variación anual	43.94
Tejeda	2009 Enero	Tasa variación interperiódica	-10.38
Tejeda	2009 Enero	Dato	95
Tejeda	2009 Enero	Variación anual	29
Tejeda	2009 Enero	Variación interperiódica	-11
Tejeda	2008 Diciembre	Tasa variación anual	85.96
Tejeda	2008 Diciembre	Tasa variación interperiódica	-1.85
Tejeda	2008 Diciembre	Dato	106
Tejeda	2008 Diciembre	Variación anual	49
Tejeda	2008 Diciembre	Variación interperiódica	-2
Tejeda	2008 Noviembre	Tasa variación anual	89.47
Tejeda	2008 Noviembre	Tasa variación interperiódica	6.93
Tejeda	2008 Noviembre	Dato	108
Tejeda	2008 Noviembre	Variación anual	51
Tejeda	2008 Noviembre	Variación interperiódica	7
Tejeda	2008 Octubre	Tasa variación anual	12.22
Tejeda	2008 Octubre	Tasa variación interperiódica	-7.34
Tejeda	2008 Octubre	Dato	101
Tejeda	2008 Octubre	Variación anual	11
Tejeda	2008 Octubre	Variación interperiódica	-8
Tejeda	2008 Septiembre	Tasa variación anual	26.74
Tejeda	2008 Septiembre	Tasa variación interperiódica	0.00
Tejeda	2008 Septiembre	Dato	109
Tejeda	2008 Septiembre	Variación anual	23
Tejeda	2008 Septiembre	Variación interperiódica	0
Tejeda	2008 Agosto	Tasa variación anual	34.57
Tejeda	2008 Agosto	Tasa variación interperiódica	-8.40
Tejeda	2008 Agosto	Dato	109
Tejeda	2008 Agosto	Variación anual	28
Tejeda	2008 Agosto	Variación interperiódica	-10
Tejeda	2008 Julio	Tasa variación anual	46.91
Tejeda	2008 Julio	Tasa variación interperiódica	-4.03
Tejeda	2008 Julio	Dato	119
Tejeda	2008 Julio	Variación anual	38
Tejeda	2008 Julio	Variación interperiódica	-5
Tejeda	2008 Junio	Tasa variación anual	65.33
Tejeda	2008 Junio	Tasa variación interperiódica	6.90
Tejeda	2008 Junio	Dato	124
Tejeda	2008 Junio	Variación anual	49
Tejeda	2008 Junio	Variación interperiódica	8
Tejeda	2008 Mayo	Tasa variación anual	58.90
Tejeda	2008 Mayo	Tasa variación interperiódica	30.34
Tejeda	2008 Mayo	Dato	116
Tejeda	2008 Mayo	Variación anual	43
Tejeda	2008 Mayo	Variación interperiódica	27
Tejeda	2008 Abril	Tasa variación anual	15.58
Tejeda	2008 Abril	Tasa variación interperiódica	17.11
Tejeda	2008 Abril	Dato	89
Tejeda	2008 Abril	Variación anual	12
Tejeda	2008 Abril	Variación interperiódica	13
Tejeda	2008 Marzo	Tasa variación anual	2.70
Tejeda	2008 Marzo	Tasa variación interperiódica	4.11
Tejeda	2008 Marzo	Dato	76
Tejeda	2008 Marzo	Variación anual	2
Tejeda	2008 Marzo	Variación interperiódica	3
Tejeda	2008 Febrero	Tasa variación anual	0.00
Tejeda	2008 Febrero	Tasa variación interperiódica	10.61
Tejeda	2008 Febrero	Dato	73
Tejeda	2008 Febrero	Variación anual	0
Tejeda	2008 Febrero	Variación interperiódica	7
Tejeda	2008 Enero	Tasa variación anual	-13.16
Tejeda	2008 Enero	Tasa variación interperiódica	15.79
Tejeda	2008 Enero	Dato	66
Tejeda	2008 Enero	Variación anual	-10
Tejeda	2008 Enero	Variación interperiódica	9
Tejeda	2007 Diciembre	Tasa variación anual	-25.97
Tejeda	2007 Diciembre	Tasa variación interperiódica	0.00
Tejeda	2007 Diciembre	Dato	57
Tejeda	2007 Diciembre	Variación anual	-20
Tejeda	2007 Diciembre	Variación interperiódica	0
Tejeda	2007 Noviembre	Tasa variación anual	-27.85
Tejeda	2007 Noviembre	Tasa variación interperiódica	-36.67
Tejeda	2007 Noviembre	Dato	57
Tejeda	2007 Noviembre	Variación anual	-22
Tejeda	2007 Noviembre	Variación interperiódica	-33
Tejeda	2007 Octubre	Tasa variación anual	8.43
Tejeda	2007 Octubre	Tasa variación interperiódica	4.65
Tejeda	2007 Octubre	Dato	90
Tejeda	2007 Octubre	Variación anual	7
Tejeda	2007 Octubre	Variación interperiódica	4
Tejeda	2007 Septiembre	Tasa variación anual	16.22
Tejeda	2007 Septiembre	Tasa variación interperiódica	6.17
Tejeda	2007 Septiembre	Dato	86
Tejeda	2007 Septiembre	Variación anual	12
Tejeda	2007 Septiembre	Variación interperiódica	5
Tejeda	2007 Agosto	Tasa variación anual	10.96
Tejeda	2007 Agosto	Tasa variación interperiódica	0.00
Tejeda	2007 Agosto	Dato	81
Tejeda	2007 Agosto	Variación anual	8
Tejeda	2007 Agosto	Variación interperiódica	0
Tejeda	2007 Julio	Tasa variación anual	-4.71
Tejeda	2007 Julio	Tasa variación interperiódica	8.00
Tejeda	2007 Julio	Dato	81
Tejeda	2007 Julio	Variación anual	-4
Tejeda	2007 Julio	Variación interperiódica	6
Tejeda	2007 Junio	Tasa variación anual	-14.77
Tejeda	2007 Junio	Tasa variación interperiódica	2.74
Tejeda	2007 Junio	Dato	75
Tejeda	2007 Junio	Variación anual	-13
Tejeda	2007 Junio	Variación interperiódica	2
Tejeda	2007 Mayo	Tasa variación anual	-9.88
Tejeda	2007 Mayo	Tasa variación interperiódica	-5.19
Tejeda	2007 Mayo	Dato	73
Tejeda	2007 Mayo	Variación anual	-8
Tejeda	2007 Mayo	Variación interperiódica	-4
Tejeda	2007 Abril	Tasa variación anual	-3.75
Tejeda	2007 Abril	Tasa variación interperiódica	4.05
Tejeda	2007 Abril	Dato	77
Tejeda	2007 Abril	Variación anual	-3
Tejeda	2007 Abril	Variación interperiódica	3
Tejeda	2007 Marzo	Tasa variación anual	-11.90
Tejeda	2007 Marzo	Tasa variación interperiódica	1.37
Tejeda	2007 Marzo	Dato	74
Tejeda	2007 Marzo	Variación anual	-10
Tejeda	2007 Marzo	Variación interperiódica	1
Tejeda	2007 Febrero	Tasa variación anual	-16.09
Tejeda	2007 Febrero	Tasa variación interperiódica	-3.95
Tejeda	2007 Febrero	Dato	73
Tejeda	2007 Febrero	Variación anual	-14
Tejeda	2007 Febrero	Variación interperiódica	-3
Tejeda	2007 Enero	Tasa variación anual	-24.75
Tejeda	2007 Enero	Tasa variación interperiódica	-1.30
Tejeda	2007 Enero	Dato	76
Tejeda	2007 Enero	Variación anual	-25
Tejeda	2007 Enero	Variación interperiódica	-1
Tejeda	2006 Diciembre	Tasa variación anual	-22.22
Tejeda	2006 Diciembre	Tasa variación interperiódica	-2.53
Tejeda	2006 Diciembre	Dato	77
Tejeda	2006 Diciembre	Variación anual	-22
Tejeda	2006 Diciembre	Variación interperiódica	-2
Tejeda	2006 Noviembre	Tasa variación anual	-5.95
Tejeda	2006 Noviembre	Tasa variación interperiódica	-4.82
Tejeda	2006 Noviembre	Dato	79
Tejeda	2006 Noviembre	Variación anual	-5
Tejeda	2006 Noviembre	Variación interperiódica	-4
Tejeda	2006 Octubre	Tasa variación anual	-6.74
Tejeda	2006 Octubre	Tasa variación interperiódica	12.16
Tejeda	2006 Octubre	Dato	83
Tejeda	2006 Octubre	Variación anual	-6
Tejeda	2006 Octubre	Variación interperiódica	9
Tejeda	2006 Septiembre	Tasa variación anual	-14.94
Tejeda	2006 Septiembre	Tasa variación interperiódica	1.37
Tejeda	2006 Septiembre	Dato	74
Tejeda	2006 Septiembre	Variación anual	-13
Tejeda	2006 Septiembre	Variación interperiódica	1
Tejeda	2006 Agosto	Tasa variación anual	-24.74
Tejeda	2006 Agosto	Tasa variación interperiódica	-14.12
Tejeda	2006 Agosto	Dato	73
Tejeda	2006 Agosto	Variación anual	-24
Tejeda	2006 Agosto	Variación interperiódica	-12
Tejeda	2006 Julio	Tasa variación anual	-4.49
Tejeda	2006 Julio	Tasa variación interperiódica	-3.41
Tejeda	2006 Julio	Dato	85
Tejeda	2006 Julio	Variación anual	-4
Tejeda	2006 Julio	Variación interperiódica	-3
Tejeda	2006 Junio	Tasa variación anual	6.02
Tejeda	2006 Junio	Tasa variación interperiódica	8.64
